Gene	Comparison	Domain	GO.ID	Term	Annotated	Significant	Expected	pval	-log10(pvalue)	Fold.Enrichment	log10(FE)
Fcho2	hom_vs_het_wt	CC	GO:0070603	SWI/SNF superfamily-type complex	71	49	31.24	0.00137	2.86327943284359	1.5685019206146	0.195485054823251
Fcho2	hom_vs_het_wt	CC	GO:0030496	midbody	139	79	61.17	0.00153	2.8153085691824	1.29148275298349	0.111088610792639
Fcho2	hom_vs_het_wt	CC	GO:1902554	serine/threonine protein kinase complex	54	35	23.76	0.00163	2.78781239559604	1.47306397306397	0.16822160804112
Fcho2	hom_vs_het_wt	CC	GO:0032587	ruffle membrane	69	43	30.36	0.00164	2.7851561519523	1.4163372859025	0.151166688356144
Fcho2	hom_vs_het_wt	CC	GO:0005687	U4 snRNP	11	10	4.84	0.00179	2.74714696902011	2.06611570247934	0.315154638355588
Fcho2	hom_vs_het_wt	CC	GO:0014069	postsynaptic density	190	104	83.61	0.00179	2.74714696902011	1.24387035043655	0.0947751158658137
Fcho2	hom_vs_het_wt	CC	GO:0005682	U5 snRNP	19	15	8.36	0.00209	2.67985371388895	1.79425837320574	0.253884981616665
Fcho2	hom_vs_het_wt	CC	GO:0015030	Cajal body	49	32	21.56	0.00213	2.67162039656126	1.48423005565863	0.171501221805205
Fcho2	hom_vs_het_wt	CC	GO:0090544	BAF-type complex	21	16	9.24	0.00281	2.55129368009492	1.73160173160173	0.238448011435818
Fcho2	hom_vs_het_wt	CC	GO:0005819	spindle	286	158	125.86	0.00299	2.52432881167557	1.25536310185921	0.0987693595429558
Fcho2	hom_vs_het_wt	CC	GO:0044455	mitochondrial membrane part	181	127	79.65	0.00299	2.52432881167557	1.59447583176397	0.202617940818807
Fcho2	hom_vs_het_wt	CC	GO:0044451	nucleoplasm part	995	599	437.86	0.00306	2.51427857351842	1.36801717443932	0.136091549662903
Fcho2	hom_vs_het_wt	CC	GO:0030175	filopodium	88	52	38.72	0.00307	2.51286162452281	1.34297520661157	0.128067994998443
Fcho2	hom_vs_het_wt	CC	GO:0000803	sex chromosome	28	20	12.32	0.00308	2.51144928349956	1.62337662337662	0.210419287835575
Fcho2	hom_vs_het_wt	CC	GO:0005652	nuclear lamina	13	11	5.72	0.00333	2.47755576649368	1.92307692307692	0.283996656365201
Fcho2	hom_vs_het_wt	CC	GO:0017053	transcriptional repressor complex	69	42	30.36	0.00350	2.45593195564972	1.38339920948617	0.140947523174458
Fcho2	hom_vs_het_wt	CC	GO:0030017	sarcomere	177	96	77.89	0.00378	2.42250820016277	1.23250738220567	0.0907895292000484
Fcho2	hom_vs_het_wt	CC	GO:0005732	small nucleolar ribonucleoprotein comple...	18	14	7.92	0.00380	2.42021640338319	1.76767676767677	0.247402854088744
Fcho2	hom_vs_het_wt	CC	GO:0005686	U2 snRNP	18	14	7.92	0.00380	2.42021640338319	1.76767676767677	0.247402854088744
Fcho2	hom_vs_het_wt	CC	GO:0031941	filamentous actin	32	22	14.08	0.00411	2.38615817812393	1.5625	0.193820026016113
Fcho2	hom_vs_het_wt	CC	GO:0016605	PML body	91	53	40.05	0.00430	2.36653154442041	1.32334581772784	0.121673349180533
Fcho2	hom_vs_het_wt	CC	GO:0043601	nuclear replisome	25	18	11	0.00433	2.36351210364663	1.63636363636364	0.213879819945081
Fcho2	hom_vs_het_wt	CC	GO:0005689	U12-type spliceosomal complex	25	18	11	0.00433	2.36351210364663	1.63636363636364	0.213879819945081
Fcho2	hom_vs_het_wt	CC	GO:0005758	mitochondrial intermembrane space	70	42	30.8	0.00506	2.2958494831602	1.36363636363636	0.134698573897456
Fcho2	hom_vs_het_wt	CC	GO:0044452	nucleolar part	162	88	71.29	0.00510	2.29242982390206	1.23439472576799	0.0914540574371788
Fcho2	hom_vs_het_wt	CC	GO:0005694	chromosome	814	464	358.21	0.00516	2.28735029837279	1.2953295552888	0.11238027485371
Fcho2	hom_vs_het_wt	CC	GO:0005912	adherens junction	628	365	276.36	0.00550	2.25963731050576	1.3207410623824	0.120817680444619
Fcho2	hom_vs_het_wt	CC	GO:0001725	stress fiber	53	33	23.32	0.00562	2.25026368443094	1.41509433962264	0.150785393790911
Fcho2	hom_vs_het_wt	CC	GO:0030117	membrane coat	84	49	36.96	0.00567	2.24641694110709	1.32575757575758	0.122464117480445
Fcho2	hom_vs_het_wt	CC	GO:0005903	brush border	100	57	44.01	0.00595	2.22548303427145	1.29516019086571	0.112323487109546
Fcho2	hom_vs_het_wt	CC	GO:0034719	SMN-Sm protein complex	17	13	7.48	0.00683	2.16557929631847	1.7379679144385	0.240041754442375
Fcho2	hom_vs_het_wt	CC	GO:0014704	intercalated disc	46	29	20.24	0.00717	2.1444808443322	1.43280632411067	0.156187489731195
Fcho2	hom_vs_het_wt	CC	GO:0043197	dendritic spine	121	67	53.25	0.00761	2.11861534322943	1.25821596244131	0.0997551905900511
Fcho2	hom_vs_het_wt	CC	GO:0044429	mitochondrial part	789	463	347.2	0.00765	2.11633856484638	1.33352534562212	0.125001274513499
Fcho2	hom_vs_het_wt	CC	GO:0000428	DNA-directed RNA polymerase complex	114	69	50.17	0.00770	2.11350927482752	1.37532389874427	0.138404989709504
Fcho2	hom_vs_het_wt	CC	GO:0031248	protein acetyltransferase complex	93	53	40.93	0.00786	2.10457745396059	1.29489372098705	0.112234124955519
Fcho2	hom_vs_het_wt	CC	GO:0030136	clathrin-coated vesicle	93	53	40.93	0.00786	2.10457745396059	1.29489372098705	0.112234124955519
Fcho2	hom_vs_het_wt	CC	GO:0043209	myelin sheath	193	102	84.93	0.00800	2.09691001300806	1.20098904980572	0.0795390476771521
Fcho2	hom_vs_het_wt	CC	GO:0005697	telomerase holoenzyme complex	19	14	8.36	0.00860	2.06550154875643	1.67464114832536	0.223921758239222
Fcho2	hom_vs_het_wt	CC	GO:0071004	U2-type prespliceosome	14	11	6.16	0.00933	2.0301183562535	1.78571428571429	0.2518119729938
Fcho2	hom_vs_het_wt	CC	GO:0000346	transcription export complex	14	11	6.16	0.00933	2.0301183562535	1.78571428571429	0.2518119729938
Fcho2	hom_vs_het_wt	CC	GO:0000307	cyclin-dependent protein kinase holoenzy...	28	19	12.32	0.00935	2.02918838912748	1.54220779220779	0.188142893124422
Fcho2	hom_vs_het_wt	CC	GO:0000775	chromosome, centromeric region	170	103	74.81	0.00974	2.01144104312138	1.37682128057746	0.138877569961819
Fcho2	hom_vs_het_wt	CC	GO:0035097	histone methyltransferase complex	68	40	29.92	0.00976	2.01055018233331	1.33689839572193	0.126098402135539
Fcho2	hom_vs_het_wt	CC	GO:1990234	transferase complex	668	399	293.96	0.00976	2.01055018233331	1.35732752755477	0.132684656979139
Fcho2	hom_vs_het_wt	CC	GO:0005901	caveola	70	41	30.8	0.00988	2.00524305541237	1.33116883116883	0.124233140219291
Fcho2	hom_vs_het_wt	CC	GO:0031975	envelope	951	514	418.49	0.01002	1.99913227846877	1.22822528614782	0.0892780341969572
Fcho2	hom_vs_het_wt	CC	GO:0055029	nuclear DNA-directed RNA polymerase comp...	113	68	49.73	0.01014	1.99396204500268	1.36738387291373	0.135890453474011
Fcho2	hom_vs_het_wt	CC	GO:0031967	organelle envelope	949	513	417.61	0.01021	1.99097425791309	1.22841885970164	0.0893464754700506
Fcho2	hom_vs_het_wt	CC	GO:0031966	mitochondrial membrane	536	304	235.87	0.01057	1.97592501269257	1.28884555051511	0.110200876563693
Fcho2	hom_vs_het_wt	CC	GO:0044431	Golgi apparatus part	641	311	282.08	0.01061	1.97428461609866	1.10252410663642	0.0423880940715907
Fcho2	hom_vs_het_wt	CC	GO:0005815	microtubule organizing center	616	333	271.07	0.01085	1.96457026181545	1.22846497214742	0.089362777731063
Fcho2	hom_vs_het_wt	CC	GO:0031228	intrinsic component of Golgi membrane	47	29	20.68	0.01093	1.9613798380503	1.40232108317215	0.146847463477051
Fcho2	hom_vs_het_wt	CC	GO:0005666	DNA-directed RNA polymerase III complex	16	12	7.04	0.01211	1.91685585685695	1.70454545454545	0.231608586905513
Fcho2	hom_vs_het_wt	CC	GO:0005736	DNA-directed RNA polymerase I complex	11	9	4.84	0.01244	1.9051796196452	1.8595041322314	0.269397147794912
Fcho2	hom_vs_het_wt	CC	GO:0031588	AMP-activated protein kinase complex	11	9	4.84	0.01244	1.9051796196452	1.8595041322314	0.269397147794912
Fcho2	hom_vs_het_wt	CC	GO:0045277	respiratory chain complex IV	11	9	4.84	0.01244	1.9051796196452	1.8595041322314	0.269397147794912
Fcho2	hom_vs_het_wt	CC	GO:0030018	Z disc	119	65	52.37	0.01252	1.90239567112559	1.24116860798167	0.0938307827413697
Fcho2	hom_vs_het_wt	CC	GO:0001650	fibrillar center	119	65	52.37	0.01252	1.90239567112559	1.24116860798167	0.0938307827413697
Fcho2	hom_vs_het_wt	CC	GO:0031965	nuclear membrane	265	135	116.61	0.01303	1.88505558428742	1.1577051710831	0.0635979731440772
Fcho2	hom_vs_het_wt	CC	GO:0031090	organelle membrane	2453	1169	1079.46	0.01306	1.88405682306094	1.08294888184833	0.0346079572207546
Fcho2	hom_vs_het_wt	CC	GO:0030176	integral component of endoplasmic reticu...	107	59	47.09	0.01314	1.88140463477624	1.25291994053939	0.0979233211994216
Fcho2	hom_vs_het_wt	CC	GO:0005938	cell cortex	221	114	97.25	0.01354	1.86838133565087	1.17223650385604	0.0690152413387273
Fcho2	hom_vs_het_wt	CC	GO:0000792	heterochromatin	79	45	34.76	0.01377	1.86106605974308	1.2945914844649	0.112132745998715
Fcho2	hom_vs_het_wt	CC	GO:0000123	histone acetyltransferase complex	83	47	36.52	0.01379	1.86043573382415	1.28696604600219	0.109567089073456
Fcho2	hom_vs_het_wt	CC	GO:0005746	mitochondrial respiratory chain	65	55	28.6	0.01428	1.84527179255984	1.92307692307692	0.283996656365201
Fcho2	hom_vs_het_wt	CC	GO:0005741	mitochondrial outer membrane	134	72	58.97	0.01454	1.83743559347698	1.22095981007292	0.0867013686534619
Fcho2	hom_vs_het_wt	CC	GO:0000178	exosome (RNase complex)	18	13	7.92	0.01472	1.83209218999852	1.64141414141414	0.215218170717343
Fcho2	hom_vs_het_wt	CC	GO:0032839	dendrite cytoplasm	18	13	7.92	0.01472	1.83209218999852	1.64141414141414	0.215218170717343
Fcho2	hom_vs_het_wt	CC	GO:0005743	mitochondrial inner membrane	364	211	160.18	0.01505	1.82246350007014	1.31726807341741	0.119674165970657
Fcho2	hom_vs_het_wt	CC	GO:0005844	polysome	44	27	19.36	0.01525	1.8167301563172	1.39462809917355	0.144458411186612
Fcho2	hom_vs_het_wt	CC	GO:0097525	spliceosomal snRNP complex	25	21	11	0.01640	1.7851561519523	1.90909090909091	0.280826609575694
Fcho2	hom_vs_het_wt	CC	GO:0097526	spliceosomal tri-snRNP complex	25	21	11	0.01640	1.7851561519523	1.90909090909091	0.280826609575694
Fcho2	hom_vs_het_wt	CC	GO:0070069	cytochrome complex	23	20	10.12	0.01686	1.77314242971128	1.97628458498024	0.295849483160201
Fcho2	hom_vs_het_wt	CC	GO:0071565	nBAF complex	13	10	5.72	0.01697	1.77031815768232	1.74825174825175	0.242603971206976
Fcho2	hom_vs_het_wt	CC	GO:0016514	SWI/SNF complex	13	10	5.72	0.01697	1.77031815768232	1.74825174825175	0.242603971206976
Fcho2	hom_vs_het_wt	CC	GO:0019866	organelle inner membrane	410	232	180.42	0.01720	1.76447155309245	1.28588848242989	0.109203306406739
Fcho2	hom_vs_het_wt	CC	GO:0005740	mitochondrial envelope	576	328	253.47	0.01785	1.74836177955179	1.29403874225747	0.111947278880411
Fcho2	hom_vs_het_wt	CC	GO:0031674	I band	133	71	58.53	0.01817	1.74064507269197	1.21305313514437	0.0838798246048947
Fcho2	hom_vs_het_wt	CC	GO:0070469	respiratory chain	69	57	30.36	0.01869	1.72839069862117	1.87747035573123	0.273573088449049
Fcho2	hom_vs_het_wt	CC	GO:0000922	spindle pole	125	67	55.01	0.01913	1.7182850299727	1.21796037084167	0.0856331577510604
Fcho2	hom_vs_het_wt	CC	GO:0005657	replication fork	62	41	27.28	0.01966	1.70641648650388	1.50293255131965	0.176939490735294
Fcho2	hom_vs_het_wt	CC	GO:0035770	ribonucleoprotein granule	175	91	77.01	0.01973	1.70487291474781	1.18166471886768	0.0724942689299878
Fcho2	hom_vs_het_wt	CC	GO:0030125	clathrin vesicle coat	15	11	6.6	0.02110	1.67571754470231	1.66666666666667	0.221848749616356
Fcho2	hom_vs_het_wt	CC	GO:0030173	integral component of Golgi membrane	45	27	19.8	0.02236	1.65052820078561	1.36363636363636	0.134698573897456
Fcho2	hom_vs_het_wt	CC	GO:1903293	phosphatase complex	45	27	19.8	0.02236	1.65052820078561	1.36363636363636	0.134698573897456
Fcho2	hom_vs_het_wt	CC	GO:0008287	protein serine/threonine phosphatase com...	45	27	19.8	0.02236	1.65052820078561	1.36363636363636	0.134698573897456
Fcho2	hom_vs_het_wt	CC	GO:0030864	cortical actin cytoskeleton	51	30	22.44	0.02346	1.62967199222049	1.33689839572193	0.126098402135539
Fcho2	hom_vs_het_wt	CC	GO:0031968	organelle outer membrane	153	80	67.33	0.02353	1.62837807282398	1.18817763255607	0.0748813725239982
Fcho2	hom_vs_het_wt	CC	GO:0008278	cohesin complex	10	8	4.4	0.02354	1.62819354149258	1.81818181818182	0.259637310505756
Fcho2	hom_vs_het_wt	CC	GO:0002199	zona pellucida receptor complex	10	8	4.4	0.02354	1.62819354149258	1.81818181818182	0.259637310505756
Fcho2	hom_vs_het_wt	CC	GO:0005751	mitochondrial respiratory chain complex ...	10	8	4.4	0.02354	1.62819354149258	1.81818181818182	0.259637310505756
Fcho2	hom_vs_het_wt	CC	GO:0031464	Cul4A-RING E3 ubiquitin ligase complex	10	8	4.4	0.02354	1.62819354149258	1.81818181818182	0.259637310505756
Fcho2	hom_vs_het_wt	CC	GO:0000118	histone deacetylase complex	55	32	24.2	0.02393	1.62105730138656	1.32231404958678	0.121334612339475
Fcho2	hom_vs_het_wt	CC	GO:0098562	cytoplasmic side of membrane	63	36	27.72	0.02438	1.61296629871764	1.2987012987013	0.113509274827518
Fcho2	hom_vs_het_wt	CC	GO:0072686	mitotic spindle	65	37	28.6	0.02441	1.61243222058281	1.29370629370629	0.111835690937952
Fcho2	hom_vs_het_wt	CC	GO:0051233	spindle midzone	28	18	12.32	0.02453	1.61030245179361	1.46103896103896	0.164661797274899
Fcho2	hom_vs_het_wt	CC	GO:0044798	nuclear transcription factor complex	114	61	50.17	0.02557	1.59226927197366	1.2158660554116	0.0848857339830155
Fcho2	hom_vs_het_wt	CC	GO:1902494	catalytic complex	940	553	413.65	0.02589	1.58686794956513	1.33687900398888	0.126092102641305
Fcho2	hom_vs_het_wt	CC	GO:0019867	outer membrane	156	81	68.65	0.02773	1.55705013042214	1.17989803350328	0.0718444773058758
Fcho2	hom_vs_het_wt	CC	GO:0044424	intracellular part	11381	5507	5008.28	0.02789	1.55455148573395	1.09957909701534	0.0412264753173219
Fcho2	hom_vs_het_wt	CC	GO:0000159	protein phosphatase type 2A complex	19	13	8.36	0.02797	1.55330753362847	1.55502392344498	0.19173707486782
Fcho2	hom_vs_het_wt	CC	GO:0044295	axonal growth cone	19	13	8.36	0.02797	1.55330753362847	1.55502392344498	0.19173707486782
Fcho2	hom_vs_het_wt	CC	GO:0000780	condensed nuclear chromosome, centromeri...	19	13	8.36	0.02797	1.55330753362847	1.55502392344498	0.19173707486782
Fcho2	hom_vs_het_wt	CC	GO:0000974	Prp19 complex	12	9	5.28	0.03035	1.51784130458872	1.70454545454545	0.231608586905513
Fcho2	hom_vs_het_wt	CC	GO:0030132	clathrin coat of coated pit	12	9	5.28	0.03035	1.51784130458872	1.70454545454545	0.231608586905513
Fcho2	hom_vs_het_wt	CC	GO:0097346	INO80-type complex	21	14	9.24	0.03075	1.51215487988856	1.51515151515152	0.180456064458131
Fcho2	hom_vs_het_wt	CC	GO:0005681	spliceosomal complex	174	110	76.57	0.03085	1.51074483163074	1.43659396630534	0.157334038064287
Fcho2	hom_vs_het_wt	CC	GO:0030118	clathrin coat	44	26	19.36	0.03142	1.50279381929605	1.34297520661157	0.128067994998443
Fcho2	hom_vs_het_wt	CC	GO:0005871	kinesin complex	46	27	20.24	0.03179	1.49770947208523	1.33399209486166	0.125153255991226
Fcho2	hom_vs_het_wt	CC	GO:0031227	intrinsic component of endoplasmic retic...	113	60	49.73	0.03193	1.49580108146055	1.20651518198271	0.0815327911514187
Fcho2	hom_vs_het_wt	CC	GO:0044448	cell cortex part	113	60	49.73	0.03193	1.49580108146055	1.20651518198271	0.0815327911514187
Fcho2	hom_vs_het_wt	CC	GO:0030684	preribosome	66	37	29.04	0.03240	1.48945498979339	1.27410468319559	0.105205112038939
Fcho2	hom_vs_het_wt	CC	GO:0005794	Golgi apparatus	1171	546	515.31	0.03247	1.488517711374	1.05955638353612	0.0251240723323883
Fcho2	hom_vs_het_wt	CC	GO:0016328	lateral plasma membrane	54	31	23.76	0.03261	1.48664920119404	1.3047138047138	0.115515257525117
Fcho2	hom_vs_het_wt	CC	GO:0044445	cytosolic part	227	143	99.89	0.03352	1.47469599004176	1.43157473220543	0.155814024336158
Fcho2	hom_vs_het_wt	CC	GO:0031011	Ino80 complex	14	10	6.16	0.03609	1.44261311794049	1.62337662337662	0.210419287835575
Fcho2	hom_vs_het_wt	CC	GO:0005902	microvillus	95	51	41.81	0.03617	1.44165149123838	1.21980387467113	0.0862900085475216
Fcho2	hom_vs_het_wt	CC	GO:0036464	cytoplasmic ribonucleoprotein granule	164	84	72.17	0.03697	1.43215054942689	1.1639185257032	0.0659225807641083
Fcho2	hom_vs_het_wt	CC	GO:0000502	proteasome complex	70	54	30.8	0.03740	1.42712839779952	1.75324675324675	0.243843043322524
Fcho2	hom_vs_het_wt	CC	GO:0043296	apical junction complex	116	61	51.05	0.03840	1.41566877563247	1.1949069539667	0.077334088587838
Fcho2	hom_vs_het_wt	CC	GO:0044428	nuclear part	3604	1986	1585.96	0.03864	1.41296288225654	1.25223839188882	0.0976870145184734
Fcho2	hom_vs_het_wt	CC	GO:0016591	DNA-directed RNA polymerase II, holoenzy...	96	57	42.25	0.03879	1.41128022039994	1.3491124260355	0.13004814238678
Fcho2	hom_vs_het_wt	CC	GO:0043229	intracellular organelle	10056	4949	4425.2	0.03917	1.40704642845213	1.11836753141101	0.0485845500917692
Fcho2	hom_vs_het_wt	CC	GO:0098687	chromosomal region	127	77	55.89	0.03971	1.40110011293612	1.37770620862408	0.139156615556577
Fcho2	hom_vs_het_wt	CC	GO:0045334	clathrin-coated endocytic vesicle	16	11	7.04	0.04088	1.38848911287334	1.5625	0.193820026016113
Fcho2	hom_vs_het_wt	CC	GO:0005852	eukaryotic translation initiation factor...	16	11	7.04	0.04088	1.38848911287334	1.5625	0.193820026016113
Fcho2	hom_vs_het_wt	CC	GO:0000228	nuclear chromosome	463	261	203.75	0.04108	1.38636956507476	1.28098159509202	0.107542889926267
Fcho2	hom_vs_het_wt	CC	GO:0030120	vesicle coat	37	22	16.28	0.04229	1.3737623148531	1.35135135135135	0.130768280269024
Fcho2	hom_vs_het_wt	CC	GO:0030135	coated vesicle	146	83	64.25	0.04287	1.36784651648937	1.29182879377432	0.111204960372742
Fcho2	hom_vs_het_wt	CC	GO:0005884	actin filament	85	52	37.4	0.04324	1.36411431471873	1.3903743315508	0.143131741434319
Fcho2	hom_vs_het_wt	CC	GO:0009898	cytoplasmic side of plasma membrane	51	29	22.44	0.04400	1.35654732351381	1.29233511586453	0.111375145314832
Fcho2	hom_vs_het_wt	CC	GO:0045120	pronucleus	18	12	7.92	0.04485	1.34823755261989	1.51515151515152	0.180456064458131
Fcho2	hom_vs_het_wt	CC	GO:0032806	carboxy-terminal domain protein kinase c...	18	12	7.92	0.04485	1.34823755261989	1.51515151515152	0.180456064458131
Fcho2	hom_vs_het_wt	CC	GO:0043073	germ cell nucleus	18	12	7.92	0.04485	1.34823755261989	1.51515151515152	0.180456064458131
Fcho2	hom_vs_het_wt	CC	GO:0005605	basal lamina	20	13	8.8	0.04812	1.31767438133219	1.47727272727273	0.169460680156668
Fcho2	hom_vs_het_wt	CC	GO:0070161	anchoring junction	639	373	281.2	0.04891	1.31060233717872	1.32645803698435	0.122693515460901
Fryl	hom_vs_het_wt	CC	GO:0030018	Z disc	108	13	2.1	1.7e-07	6.76955107862173	6.19047619047619	0.791724057572917
Fryl	hom_vs_het_wt	CC	GO:0072562	blood microparticle	59	7	1.15	0.00014	3.85387196432176	6.08695652173913	0.784400199660645
Fryl	hom_vs_het_wt	CC	GO:0030175	filopodium	81	8	1.57	0.00017	3.76955107862173	5.09554140127389	0.70719033458271
Fryl	hom_vs_het_wt	CC	GO:0014704	intercalated disc	44	6	0.85	0.00019	3.72124639904717	7.05882352941176	0.848732324669351
Fryl	hom_vs_het_wt	CC	GO:0005604	basement membrane	76	7	1.48	0.00067	3.17392519729917	4.72972972972973	0.674836324619299
Fryl	hom_vs_het_wt	CC	GO:0005884	actin filament	76	7	1.48	0.00067	3.17392519729917	4.72972972972973	0.674836324619299
Fryl	hom_vs_het_wt	CC	GO:0042383	sarcolemma	99	8	1.92	0.00068	3.16749108729376	4.16666666666667	0.619788758288394
Fryl	hom_vs_het_wt	CC	GO:0031588	AMP-activated protein kinase complex	10	3	0.19	0.00079	3.10237290870956	15.7894736842105	1.19836765376683
Fryl	hom_vs_het_wt	CC	GO:0005615	extracellular space	731	32	14.2	0.00101	2.99567862621736	2.25352112676056	0.352861633936849
Fryl	hom_vs_het_wt	CC	GO:0031674	I band	120	16	2.33	0.00123	2.9100948885606	6.86695278969957	0.836764061629906
Fryl	hom_vs_het_wt	CC	GO:0045121	membrane raft	223	12	4.33	0.00140	2.85387196432176	2.77136258660508	0.442693349694259
Fryl	hom_vs_het_wt	CC	GO:0005882	intermediate filament	43	5	0.84	0.00140	2.85387196432176	5.95238095238095	0.774690718274137
Fryl	hom_vs_het_wt	CC	GO:0016323	basolateral plasma membrane	137	9	2.66	0.00142	2.84771165561694	3.38345864661654	0.529360872808258
Fryl	hom_vs_het_wt	CC	GO:0002080	acrosomal membrane	14	3	0.27	0.00225	2.64781748188864	11.1111111111111	1.04575749056068
Fryl	hom_vs_het_wt	CC	GO:0048471	perinuclear region of cytoplasm	512	20	9.95	0.00241	2.61798295742513	2.01005025125628	0.303206914918256
Fryl	hom_vs_het_wt	CC	GO:0030027	lamellipodium	151	9	2.93	0.00276	2.55909091793478	3.07167235494881	0.487374889085215
Fryl	hom_vs_het_wt	CC	GO:0030864	cortical actin cytoskeleton	50	5	0.97	0.00277	2.55752023093555	5.15463917525773	0.712198270069774
Fryl	hom_vs_het_wt	CC	GO:0030057	desmosome	15	3	0.29	0.00277	2.55752023093555	10.3448275862069	1.01472325682071
Fryl	hom_vs_het_wt	CC	GO:0070062	extracellular vesicular exosome	2019	56	39.23	0.00310	2.50863830616573	1.42747897017589	0.154569718876665
Fryl	hom_vs_het_wt	CC	GO:0005938	cell cortex	207	14	4.02	0.00322	2.49214412830417	3.48258706467662	0.541901982593768
Fryl	hom_vs_het_wt	CC	GO:0001725	stress fiber	52	5	1.01	0.00329	2.48280410205003	4.95049504950495	0.694648630553376
Fryl	hom_vs_het_wt	CC	GO:0005913	cell-cell adherens junction	283	13	5.5	0.00362	2.44129142946683	2.36363636363636	0.373580662812593
Fryl	hom_vs_het_wt	CC	GO:0031256	leading edge membrane	105	7	2.04	0.00436	2.36051351073141	3.43137254901961	0.535467872588358
Fryl	hom_vs_het_wt	CC	GO:0005925	focal adhesion	367	15	7.13	0.00547	2.26201267366657	2.10378681626928	0.323001729203816
Fryl	hom_vs_het_wt	CC	GO:0005865	striated muscle thin filament	21	3	0.41	0.00744	2.12842706445412	7.31707317073171	0.864337397999927
Fryl	hom_vs_het_wt	CC	GO:0001650	fibrillar center	116	7	2.25	0.00746	2.12726117252733	3.11111111111111	0.492915521902894
Fryl	hom_vs_het_wt	CC	GO:0043209	myelin sheath	182	9	3.54	0.00923	2.03479829897409	2.54237288135593	0.405239247413537
